ratio	total
0.0	2209
0.1	828
0.2	215
0.3	95
0.4	93
0.5	78
0.6	16
0.7	10
0.8	13
0.9	4
1.0	76
1.2	3
1.4	2
1.5	2
1.9	1
2.0	26
2.4	1
2.5	3
2.7	1
3.0	3
3.5	1
4.0	2
4.5	1
