ratio	total
0.0	1288
0.1	1113
0.2	625
0.3	260
0.4	218
0.5	199
0.6	57
0.7	68
0.8	39
0.9	17
1.0	151
1.1	3
1.2	15
1.3	10
1.4	8
1.5	17
1.6	4
1.7	5
1.9	3
2.0	37
2.1	2
2.2	3
2.4	3
2.5	5
2.7	1
2.8	1
3.0	14
3.2	1
3.4	1
4.0	2
4.1	1
4.3	1
5.0	1
5.3	1
6.0	2
6.2	1
6.6	1
7.0	1
39.0	1
