ratio	total
0.0	96
0.1	56
0.2	47
0.3	26
0.4	28
0.5	23
0.6	5
0.7	14
0.8	4
0.9	3
1.0	24
1.1	1
1.2	1
1.3	2
1.4	3
1.5	1
1.6	2
1.8	1
1.9	1
2.0	15
2.3	1
2.5	2
2.7	1
3.0	3
3.5	2
4.0	1
4.7	1
5.0	4
5.5	1
6.0	2
8.0	1
12.0	1
