ratio	total
0.0	878
0.1	1040
0.2	694
0.3	314
0.4	261
0.5	220
0.6	72
0.7	81
0.8	59
0.9	31
1.0	131
1.1	5
1.2	10
1.3	6
1.4	12
1.5	21
1.6	4
1.7	9
1.8	7
1.9	1
2.0	46
2.1	1
2.2	1
2.3	2
2.4	3
2.5	4
2.6	1
2.7	2
2.8	2
3.0	13
3.2	1
3.3	2
3.4	1
3.5	2
3.7	1
4.0	4
5.0	7
6.0	2
6.6	1
8.0	2
