ratio	total
0.0	1622
0.1	830
0.2	468
0.3	206
0.4	161
0.5	175
0.6	38
0.7	47
0.8	34
0.9	16
1.0	145
1.1	5
1.2	5
1.3	5
1.4	9
1.5	15
1.6	3
1.7	2
1.8	3
1.9	2
2.0	22
2.2	1
2.3	1
2.4	1
2.5	2
2.7	1
3.0	3
3.1	1
3.5	1
3.6	3
3.9	1
4.0	4
4.3	1
4.6	2
4.8	1
5.0	2
6.0	1
7.0	1
7.7	1
8.8	1
15.0	1
