ratio	total
0.0	2316
0.1	609
0.2	225
0.3	73
0.4	65
0.5	61
0.6	5
0.7	10
0.8	7
0.9	1
1.0	62
1.2	1
1.3	1
1.4	1
1.5	5
2.0	12
2.4	1
2.5	1
2.6	1
2.7	2
2.9	1
3.0	5
4.3	1
6.0	1
11.0	1
