ratio	total
0.008	1
0.009	1
0.01	1
0.011	1
0.012	2
0.015	1
0.017	1
0.018	1
0.02	3
0.022	2
0.024	1
0.029	2
0.03	1
0.035	1
0.04	1
0.042	2
0.043	1
0.045	1
0.063	2
0.069	1
0.077	1
0.085	1
0.091	3
0.107	1
0.111	1
0.125	2
0.13	1
0.134	1
0.143	1
0.167	2
0.175	1
0.188	1
0.2	3
0.204	1
0.208	1
0.25	5
0.262	1
0.286	2
0.316	1
0.333	5
0.4	1
0.5	3
0.667	1
0.929	1
1.0	5
1.5	1
1.625	1
3.0	1
