ratio	total
0.0	1923
0.1	744
0.2	217
0.3	96
0.4	73
0.5	90
0.6	12
0.7	18
0.8	10
0.9	4
1.0	106
1.1	2
1.2	3
1.3	2
1.5	2
1.7	1
1.8	1
2.0	17
2.4	1
2.5	2
2.8	1
3.0	5
3.6	1
4.0	2
4.3	1
4.6	1
5.0	1
7.0	1
