ratio	total
0.0	1828
0.1	704
0.2	305
0.3	117
0.4	98
0.5	111
0.6	16
0.7	28
0.8	15
0.9	5
1.0	133
1.1	1
1.2	3
1.3	1
1.4	4
1.5	10
1.6	1
1.8	1
2.0	25
2.2	1
2.3	1
2.4	1
2.9	1
3.0	6
4.0	1
5.0	2
5.1	1
5.8	1
7.3	1
13.0	1
18.5	1
